message_id,content,positive_RA1,category_RA1,positive_RA2,category_RA2,AGREED,CAT_AGREED,positive_db,positive_sm,category_db,category_sm,vote_resolved,category_resolved,final_vote,final_category,final_category_standardized
Caren2xQLNiXYeA3MwxHpzseyuKV1-KJvFBkc4UbIvv0,"Unfortunately, we cannot proceed.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
QyqZGU6Lpfd3bnDliKjooC5wR8XGKFkDqseMq9aUoshY,"Thanks, but no thanks.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
Rc-15Ye0SthiOZSZJ46Jkh8ozhLjGjKwWRV3ARmvhjzB,"Thank you for writing to me. We are a thematic studio, our investment thesis can be found here [URL]. Please answer these questions in detail so you can help us understand your journey and thinking. From the looks of it I think there is alignment.",1,formal application,1,formal application,1,1,,,,,,,1,formal application,formal application
X2BSyGE+Qnz8ft+0tN9kJnIYg9v=a=RnvGWc2t32o0k4,"Thanks for the opportunity, but we must decline.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
jS5OD=E4co2PpvCIlNdumSPhUAoXIG8Ejz81g+ts3Sdo,"Unfortunately, we can't move forward.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
Y03Oc8aHzuFx+EqGKppQSrsbO0rOvvJ=yDdMuCsQjsJD,"Hi Pier, My name is [NAME], and I'm an investor at [FIRM]. Thank you for your interest, my colleague [NAME] forwarded me your email. Ive reviewed your materials and unfortunately Brachytix falls outside of investment thesis. We're focused on B2B SaaS and Digital Health companies. Really appreciate the time and the interest, and best of luck with the rest of your raise.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
ud0mzEXAMvm9uYbEKxAK00u9s0Tfz-6it1vT3YwPAHir,We appreciate your pitch. Can you provide more information about the team's milestones and accomplishments?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
fCl8Lb4V57QQ4l1Ilqsq6zVLDRdZj2tjYJabyX6o95GQ,"Hi Pier, we were impressed with your pitch deck for Brachytix. However, we noticed that it lacks information on the intellectual property behind your startup. Could you please provide us with more details on this aspect of your idea?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
PRSQZNzkxpt2bWGQHbr07OdodAUQKNxEzdxmRJrK7PIg,"Thank you so much for thinking of us and presenting the opportunity. Unfortunately, it is not a fit for our fund at this time. We know this is not the response you were hoping for, but we deeply appreciate your time
and we wish you the best of luck!All the best,",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
kkIGtySTlaFw9LVZpIEYaC5zDhxrIZAUv27Bad7wUWCw,We are excited about the potential of your product and would like to better understand the clinical evidence supporting your approach. Could you provide more details on the methodology of your studies and the results you achieved?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
N4-8E74xOlJQhmnHpJ8jALvhPuXM6SQ8KDe-n+G0sqM+,Thank you for reaching out. We are not making any new investments. I wish you all the best in your fundraising efforts.,0,no investments,0,no investments,1,1,,,,,,,0,no investments,no investments
5q8ir7HB7GWHCltp9kqOehKhTWeCg=xxcjMJ-jm1bvIQ,"Hi Pier, Thanks for sending this over. I was just now looking over your note and did some googling. Looks interesting! Though with my current involvements in existing portfolio companies, Ive not been able to do much new active investing. Given the limited resources (time, people) and the fact that I know very little about this space, Ill have to bookmark this opportunity for now. Do stay in touch as I hope to hear about your future successes. Startups are very hard so if I can be useful to you (except for funding introductions which I dont do) just message me on LinkedIn ([URL]) or Facebook ([URL])",0,portfolio conflict,1,updates,0,0,1,1,updates,updates,1,updates,1,updates,updates
H2MIkQdIM+SXuJQaSKDUsN1y9-30gxIRsovrgWSnK2fR,Pier - Thanks for your message. I am not in [LOCATION] this week and will be traveling back to our home in [LOCATION] next week. We can talk next week if you would like.,1,meeting,1,meeting,1,1,,,,,,,1,meeting,meeting
DRe7CsXaigfWag8Mt6ZoQBk1xUtXO-yDAVDvX8yx9Qss,"Thanks for your interest, but we are not currently investing in the pharma industry.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
B30e1K-NLGbzScRNU4BvGNBOVdVbhTwr8qzOHs6C4R8a,Thank you for sharing your pitch. Can you tell us more about your fundraising history and current funding needs?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
qAYqC8q3jdQZGSZi+4LtVgrGlRot7rtacUzge72UgpI-,Please clarify your methodology and the statistical significance of your clinical data for a better understanding.,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
fYTE1H7lGcHCXqUv7YNBWT4fv0jr+kY3EwcsFivZcUFg,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
5Fj0l+NUzG64bJ06gPATjq7ovwwptfLfYbn0Q6Y2+Wyk,"Sorry, not the right fit for us.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
D7fJ=JqhoS=uf0btUocY8fZWVGfdkHxmJbIF6tQSveEP,Not in our current focus.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
hTYRz64wQHAhSO+cgaSPvPSvU9WigPr3PFEQerDLufue,Thanks for sharing your pitch. We'll keep it in mind as we continue to evaluate new investment opportunities.,1,reviewing,0,no specific reason,0,0,0,1,no specific reason,reviewing,0,no specific reason,0,no specific reason,no specific reason
SKvugXnWpD0WB93zoV5LNnWqb8A-PuYDhMx4avCoThNH,We would like to see more information on the design of your clinical trials and their results.,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
tKkwP=+g=06oniw=2vxyihK7o356Chret7m-N3YA+ofu,"We are impressed by your startup, Pier. Can you explain your fundraising strategy and target investors?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
pByGkcD3idPmPuq+rlTWgeFD2e3Bh2AWfe60I8iKz04E,"We appreciate your pitch, but our investment focus is not aligned with the pharma industry.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
AYuyiTKrZPWtRruqwd-+2ywTOhFATvEmn2SrAQEbq9VE,"While we are impressed with your pitch, our investment focus is primarily on startups located within certain regions, and we regret to inform you that your company does not meet this criteria.",0,geography,0,geography,1,1,,,,,,,0,geography,geography
w3gU40RMhjVA8z2iyHIms1-cONkJL3XkZTry8x2Ay=m3,Not in our investment plans.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
jxjTcFIfjbpFru+8=eoe5DpHiSbGfJ0qjF=iVpJ3X2vi," This is outside of our investment focus, but thank you for sharing the opportunity with us! Good list of investors here: [URL]
",1,referral,0,industry,0,0,0,0,industry,industry,0,industry,0,industry,industry
XMp3AM-kLr7fojoNRS-HaeA8XN58yv9gXe+pg0iK+ceO,"Thanks for reaching out to us. Unfortunately, your pitch doesn't align with our current investment focus.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
RzzjbX8nRYoEjQ9yZwRFBPXIsgz8uZ0qfWCmpgofnlQY,Hey! Thanks for thinking of me. Will pass here as we dont invest in health/medical. Be well!,0,industry,0,industry,1,1,,,,,,,0,industry,industry
GSJgw=xm9Z-HbhIqowVbidvk42DSgFqikou0H7xv+E1z,"Hi, Thank you very much for contacting me! In order to review your proposal please submit your full pitch via mail. The responsible team members who will then be in touch with you regarding next steps. Thanks again and we are looking forward to receiving your proposal!",1,formal application,1,more info/clarification,1,0,,,,,,more info/clarification,1,more info/clarification,more info/clarification
EdATnDcOIw+VwGhKYBy70VZVf+L-drLuF6Ltx5enZncr,"Dear Pier, I hope you are doing well. My name is [NAME] and I am part of the Investment Team at [FIRM]. [NAME] has kindly forwarded me your email.Thank you for reaching out to us and sending us the relevant material. We discussed Brachytix within our investment team and were impressed by what you have accomplished so far. Are you availabl for a quick meeting this week?",1,meeting,1,meeting,1,1,,,,,,,1,meeting,meeting
ohehOj9+=rZJVYof=hwglOcvURdDINn5CAlQr80ewkRZ,Not a good fit.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
dF2ZvP4tfI3NYxca9gwixPALgNHQkc1ARjcCbGwW8RNm,"Hi Pier; I'm not making angel investments at this time. But thanks  for the note, and good luck with the raise.",0,other,0,no investments,1,0,,,,,,no investments,0,no investments,no investments
wNp1JaWR++dPXzkQg8bZn0QQcJjT04OqXD7WQJZqubqD,We are interested in your product. Can you provide more information about the distribution channels and partnerships?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
1onfDqycU9bXOBA=BovvwKikgGCp5=4Sls6V+mGtWFCD,We appreciate your pitch but we're currently not in a position to take on new investments.,0,no investments,0,no investments,1,1,,,,,,,0,no investments,no investments
L73HFy2EcB9tdCWiehfuzJwzd216s+Wq5ii9L5BjHgjw,Hello. We are only doing late stage,0,stage,0,stage,1,1,,,,,,,0,stage,stage
fgpRnINCq=Tc3gvqGUe8B459Dhvx=LfBy3mV-to7KR5S,not doing seed,0,stage,0,stage,1,1,,,,,,,0,stage,stage
IXbiHI=05jZSE-3SEeAMXdA1DxZnAyebZUvz3s30Xs55,"Hi Pier, We only invest in medical devices so this isn't a good fit for us. Thanks,",0,industry,0,industry,1,1,,,,,,,0,industry,industry
DZ97Lxr0JleACzY4RQHJufPuaHqNEtGUJ42=FJggI2ja,Thanks for sharing your vision with us.,0,other,0,no specific reason,1,0,,,,,,no specific reason,0,no specific reason,no specific reason
HaDXVG+9W4NgsS9AbTZuPxIztU+o1sOfkdYXTo8FTMWZ,"Hi, I'm intrigued by the potential of your product. Could you please send me more information on your financial plan, including revenue streams and projections?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
fOtNdFCnMekj2Sx5eOxj-l7hWtAhIjJBQuiBJ5J-TS6h,Thanks for sharing your pitch.,1,reviewing,0,no specific reason,0,0,0,0,no specific reason,no specific reason,0,no specific reason,0,no specific reason,no specific reason
iXfcaEkLHUa8VWvGs0rbDScyJzHH+nbTm5KoW+RDmI9s,New Event: [NAME] - 30 Minute Meeting,1,click on link (meeting),1,click on link (meeting),1,1,,,,,,,1,click on link (meeting),meeting
5No8waE619FQJD7xM2hvGo6ost+slfXAutLdrFWGl+uG,"Hi - Thanks a lot for reaching out. This looks interesting and we'd love to learn a little more! In the spirit of fairness, we ask founders to fill out this 1 minute application form: [URL]- you'll be able to select the idea or pre-seed stage, whichever is most appropriate for your team. Looking forward to seeing your application!",1,formal application,1,formal application,1,1,,,,,,,1,formal application,formal application
z+NyvJ=5aCOXto1g+UnR7YUybjutUWXaHKlibE0VCLF,"thanks, looks neat - please share your company details here: [URL]",1,click on link (full deck),1,formal application,1,0,,,,,,formal application,1,formal application,formal application
kl9oWheGi4g-RJSdEBbOZeA5bKiYPeX-OkQG+oxYp+Gt,Pier. Select Venture Partners is no longer an active investor. Good luck with your funding search.,0,no investments,0,no investments,1,1,,,,,,,0,no investments,no investments
toZeUR7ki2RbxegxuXtm4M=HaRWm+s2kXN2wnMg2orzB,"Thanks for sharing your pitch with us, but unfortunately, we are not currently investing in the pharma industry.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
TOoMOeSj5=CxIelT-DZA+HkftNf48uNRBv4u08cdb2d-,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
ubOCVCuA=j5ZgJqltJa3+spW-zTqAAefqI671zctqYkC,"Thank you for your pitch, but we only invest in startups located within specific regions, and unfortunately, your company does not fit within our investment scope.",0,geography,0,geography,1,1,,,,,,,0,geography,geography
KWHcRvT2E86qGPa1UaLmjb0FIdLXGL8Q1wYibRznv2Mu,Where are you located?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
q9WAeHSDO266nUO8-7QFsGbFJtYDnjgf19TBq5s2TPJA,"Unfortunately, we're not interested at this time.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
k=3kmo59Z2M0CHxPOEGhnXmo0gKhWFlAnf5NwWErN-um,"Thanks for considering us, but we have to pass.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
atJCn6au8ugHmU-HdZz15pfZjRneaS2Ntr93sDitWhVx,We're not currently investing in this sector.,0,industry,0,industry,1,1,,,,,,,0,industry,industry
opRTsdLpQv=r-U+tYB8WDIBNo6Al0X2=crMhf1P9qEaz,We are currently not investing in your industry.,0,no specific reason,0,industry,1,0,,,,,,industry,0,industry,industry
3Dy9cGJAdQn-9Z4TLu20YDQ=5lxbW+LdT3oiXgEM1RcI,"Thanks for sending your pitch deck through, Pier! We were quite intrigued by your medical device concept and we’d like to discuss it further. Firstly, could you tell us a bit more about the scientific foundations supporting your device?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
h6=kRhkkfDzoPcNVmqSaB+KZNnm0IZmmY+CHb+5vJWz,"While we appreciate your vision, we prefer to invest in companies that have already established a solid foundation and have a clear path to growth.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
5PLUW1fV6NFnYNjOYnT=iuyiaBTUu7bulCvmwfBAtlka,"We appreciate the opportunity to review your pitch, but unfortunately, our investment portfolio is only focused on certain geographic locations, and your startup is not located within them.",0,geography,0,geography,1,1,,,,,,,0,geography,geography
J0P0XqLMMiKhpJMM1KEyzUrmD1j12Z2VuTchPB1Y7-Va,"While we are not currently in a position to invest, we would love to receive regular updates on your progress and milestones as you grow your startup.",1,updates,1,updates,1,1,,,,,,,1,updates,updates
dDy1uFwpgTi6VGYkV00twyYumo5mLgRyeBi7Y6=C6nI7,Not something we can invest in at this time.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
8ile0Hs77R9WFdWyk93D3Tr6UT68NF5DTtv=3E+o7qkP,"Hi Pier Sorry for my slow response, I just returned from vacation. Your topic is cool and impactful, but sadly not a fit for us as a bit much of medical hardware focus. It's simply a field we don't have much experience in. Good luck closing the round!",0,industry,0,industry,1,1,,,,,,,0,industry,industry
gBofvD0F4i42AidnD49t08c8WVE1Z0H-hqHHowcASGPv,"We are impressed by your startup, Pier. Can you clarify your valuation and fundraising targets?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
BB0UxiG2RO9lFdvjMty+=0muM8xBDky6WClyQFxAbLkQ,"We appreciate your pitch and would be interested in receiving regular updates on your progress and milestones, even though we may not be able to invest at this time.",1,updates,1,updates,1,1,,,,,,,1,updates,updates
U9uk1rvmDa6vz3JlUUhqUiRvSixSAeYV-5s4LgXsU82B,Not our area of expertise.,0,industry,0,no specific reason,1,0,,,,,,industry,0,industry,industry
vtFEMBoEa1k6J01Tq46dEvR-aITEObzEWWpEesRWne0h,"Many thanks for reaching out to me Pier, My fund invests into Southeast Asian and Korean start-ups raising Series-A stage funding and we are not a healthcare investor. Can you share how you came by my e-mail address?",0,industry,0,geography,1,0,,,,,,geography,0,geography,geography
